ioc,ioc_type,threat_type,malware,confidence_level,reference,first_seen,last_seen,source,collection_date
2025-12-16 06:58:50,"""1680484""","""http://www.ainedcapital.com/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049658
2025-12-16 06:58:50,"""1680485""","""http://www.apwzfssh.com/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049660
2025-12-16 06:58:50,"""1680486""","""http://www.atecards.pro/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049663
2025-12-16 06:58:50,"""1680487""","""http://www.atio.ee/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049666
2025-12-16 06:58:50,"""1680488""","""http://www.dityahd.com/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049669
2025-12-16 06:58:50,"""1680489""","""http://www.eadpoint.xyz/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049672
2025-12-16 06:58:50,"""1680490""","""http://www.ebyarhgo9.info/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049675
2025-12-16 06:58:50,"""1680491""","""http://www.egalsandstone.com/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049679
2025-12-16 06:58:50,"""1680492""","""http://www.enjajackpot168.com/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049683
2025-12-16 06:58:49,"""1680476""","""http://www.052atelier.com/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049686
2025-12-16 06:58:49,"""1680477""","""http://www.1wrzv5r.bond/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049688
2025-12-16 06:58:49,"""1680478""","""http://www.39tka.bond/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049691
2025-12-16 06:58:49,"""1680479""","""http://www.4er.online/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049694
2025-12-16 06:58:49,"""1680480""","""http://www.5vip5.com/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049697
2025-12-16 06:58:49,"""1680481""","""http://www.5x15yrz.bond/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049701
2025-12-16 06:58:49,"""1680482""","""http://www.7xj4xi.bond/rn10/""","""url""","""botnet_cc""","""win.formbook""","""win.xloader""","""Formbook""",ThreatFox,2025-12-18T05:28:04.049704
2025-12-16 06:57:16,"""1680461""","""https://api.telegram.org/bot8393528187:AAHE-fyrLEN4E-tne4sqWpoJxCobZTMq5ME/""","""url""","""botnet_cc""","""win.agent_tesla""","""AgenTesla",AgentTesla,ThreatFox,2025-12-18T05:28:04.049709
2025-12-16 05:57:12,"""1680226""","""http://hazystripe2004.shop/b5a52ebb310b65f06dd10cfe69f72363/ejk52zwt2js16ro""","""url""","""botnet_cc""","""unknown_stealer""","""None""","""Unknown Stealer""",ThreatFox,2025-12-18T05:28:04.049715
2025-12-16 05:57:12,"""1680227""","""http://hazystripe2004.shop/b5a52ebb310b65f06dd10cfe69f72363/q7cherolivolejk""","""url""","""botnet_cc""","""unknown_stealer""","""None""","""Unknown Stealer""",ThreatFox,2025-12-18T05:28:04.049718
2025-12-16 05:57:11,"""1680228""","""http://hazystripe2004.shop/b5a52ebb310b65f06dd10cfe69f72363/q38dyv0te345uf4""","""url""","""botnet_cc""","""unknown_stealer""","""None""","""Unknown Stealer""",ThreatFox,2025-12-18T05:28:04.049722
2025-12-16 05:57:10,"""1680229""","""https://www.chess.com/member/slcbz""","""url""","""botnet_cc""","""unknown_stealer""","""None""","""Unknown Stealer""",ThreatFox,2025-12-18T05:28:04.049726
